Locations,Total Cases,Rate,collect_time,Deaths,Death_rate
Los Angeles - Exposition Park,279,621.15,2020-06-02,11,24.49
Los Angeles - Faircrest Heights,4,111.11,2020-06-02,1,27.78
Los Angeles - Figueroa Park Square,40,458.66,2020-06-02,0,0
Los Angeles - Florence-Firestone,449,946.36,2020-06-02,10,21.08
Los Angeles - Glassell Park,189,598.03,2020-06-02,5,15.82
Los Angeles - Gramercy Place,74,687.48,2020-06-02,2,18.58
Los Angeles - Granada Hills,344,591.16,2020-06-02,33,56.71
Los Angeles - Green Meadows,193,897.47,2020-06-02,4,18.6
Los Angeles - Hancock Park,82,481.25,2020-06-02,2,11.74
Los Angeles - Harbor City,106,364.64,2020-06-02,4,13.76
Los Angeles - Harbor Gateway,154,353.21,2020-06-02,5,11.47
Los Angeles - Harbor Pines,9,373.6,2020-06-02,0,0
Los Angeles - Harvard Heights,140,776.27,2020-06-02,13,72.08
Los Angeles - Harvard Park,338,891,2020-06-02,4,10.54
Los Angeles - Highland Park,212,438.1,2020-06-02,1,2.07
Los Angeles - Historic Filipinotown,143,1031,2020-06-02,5,36.05
Los Angeles - Hollywood,285,417.56,2020-06-02,6,8.79
Los Angeles - Hollywood Hills,85,288.78,2020-06-02,5,16.99
Los Angeles - Hyde Park,163,571.11,2020-06-02,3,10.51
Los Angeles - Jefferson Park,43,532.64,2020-06-02,1,12.39
Los Angeles - Koreatown,298,576.48,2020-06-02,16,30.95
Los Angeles - Lafayette Square,18,394.82,2020-06-02,0,0
Los Angeles - Lake Balboa,214,507.04,2020-06-02,6,14.22
Los Angeles - Lakeview Terrace,115,875.66,2020-06-02,3,22.84
Los Angeles - Leimert Park,61,400.39,2020-06-02,2,13.13
Los Angeles - Lincoln Heights,293,898.86,2020-06-02,19,58.29
Los Angeles - Little Armenia,205,2554.52,2020-06-02,33,411.21
Los Angeles - Little Bangladesh,147,518.65,2020-06-02,4,14.11
Los Angeles - Little Tokyo,22,702.2,2020-06-02,2,63.84
Los Angeles - Longwood,25,580.86,2020-06-02,0,0
Los Angeles - Los Feliz,54,249.91,2020-06-02,1,4.63
Los Angeles - Manchester Square,26,304.59,2020-06-02,0,0
Los Angeles - Mandeville Canyon,2,64.02,2020-06-02,0,0
Los Angeles - Mar Vista,84,197.78,2020-06-02,5,11.77
Los Angeles - Marina Peninsula,14,321.1,2020-06-02,0,0
Los Angeles - Melrose,585,752.93,2020-06-02,38,48.91
Los Angeles - Mid-city,118,785.1,2020-06-02,7,46.57
Los Angeles - Miracle Mile,43,239.09,2020-06-02,5,27.8
Los Angeles - Mission Hills,165,683.97,2020-06-02,10,41.45
Los Angeles - Mt. Washington,109,451.44,2020-06-02,3,12.42
Los Angeles - North Hills,501,813.64,2020-06-02,18,29.23
Los Angeles - North Hollywood,751,495.97,2020-06-02,22,14.53
Los Angeles - Northridge,366,524.38,2020-06-02,30,42.98
Los Angeles - Pacific Palisades,57,267.72,2020-06-02,3,14.09
Los Angeles - Pacoima,816,1060.03,2020-06-02,16,20.78
Los Angeles - Palisades Highlands,4,104,2020-06-02,0,0
Los Angeles - Palms,193,439.87,2020-06-02,20,45.58
Los Angeles - Panorama City,831,1104.32,2020-06-02,40,53.16
Los Angeles - Park La Brea,21,154.64,2020-06-02,1,7.36
Los Angeles - Pico-Union,595,1422.02,2020-06-02,59,141.01
Los Angeles - Playa Del Rey,3,93.87,2020-06-02,0,0
Los Angeles - Playa Vista,29,264.91,2020-06-02,0,0
Los Angeles - Porter Ranch,93,261.32,2020-06-02,6,16.86
Los Angeles - Rancho Park,18,274.39,2020-06-02,0,0
Los Angeles - Regent Square,4,143.88,2020-06-02,0,0
Los Angeles - Reseda,649,847.07,2020-06-02,28,36.55
Los Angeles - Reseda Ranch,30,647.11,2020-06-02,0,0
Los Angeles - Reynier Village,12,283.82,2020-06-02,0,0
Los Angeles - San Pedro*,924,1184.04,2020-06-02,15,19.22
Los Angeles - Shadow Hills,12,270.15,2020-06-02,0,0
Los Angeles - Sherman Oaks,242,277.35,2020-06-02,9,10.31
Los Angeles - Silverlake,193,437.81,2020-06-02,12,27.22
Los Angeles - South Carthay,36,339.78,2020-06-02,1,9.44
Los Angeles - South Park,425,1119.57,2020-06-02,8,21.07
Los Angeles - St Elmo Village,47,1025.31,2020-06-02,6,130.89
Los Angeles - Studio City,82,365.42,2020-06-02,5,22.28
Los Angeles - Sun Valley,332,632.59,2020-06-02,7,13.34
Los Angeles - Sunland,162,793.81,2020-06-02,16,78.4
Los Angeles - Sycamore Square,1,154.56,2020-06-02,0,0
Los Angeles - Sylmar*,864,1048.57,2020-06-02,44,53.4
Los Angeles - Tarzana,179,579.74,2020-06-02,10,32.39
Los Angeles - Temple-Beaudry,345,873.82,2020-06-02,13,32.93
Los Angeles - Thai Town,32,326.23,2020-06-02,0,0
Los Angeles - Toluca Lake,20,229.78,2020-06-02,0,0
Los Angeles - Toluca Terrace,6,459.42,2020-06-02,0,0
Los Angeles - Toluca Woods,3,161.46,2020-06-02,0,0
Los Angeles - Tujunga,128,460.27,2020-06-02,11,39.55
Los Angeles - University Hills,12,349.96,2020-06-02,1,29.16
Los Angeles - University Park,216,786.71,2020-06-02,1,3.64
Los Angeles - Valley Glen,138,459.75,2020-06-02,6,19.99
Los Angeles - Valley Village,219,885.92,2020-06-02,12,48.54
Los Angeles - Van Nuys,771,827.31,2020-06-02,30,32.19
Los Angeles - Venice,69,203.63,2020-06-02,2,5.9
Los Angeles - Vermont Knolls,174,1011.63,2020-06-02,2,11.63
Los Angeles - Vermont Square,86,1123.16,2020-06-02,2,26.12
Los Angeles - Vermont Vista,374,908.08,2020-06-02,6,14.57
Los Angeles - Vernon Central,674,1296.2,2020-06-02,13,25
Los Angeles - Victoria Park,60,714.37,2020-06-02,2,23.81
Los Angeles - View Heights,10,270.71,2020-06-02,2,54.14
Los Angeles - Watts,336,787.36,2020-06-02,8,18.75
Los Angeles - Wellington Square,25,508.65,2020-06-02,0,0
Los Angeles - West Adams,241,872.24,2020-06-02,16,57.91
Los Angeles - West Hills,150,369.96,2020-06-02,15,37
Los Angeles - West Los Angeles,84,223.19,2020-06-02,4,10.63
Los Angeles - West Vernon,514,958.17,2020-06-02,16,29.83
Los Angeles - Westchester,99,191.85,2020-06-02,10,19.38
Los Angeles - Westlake,783,1319.18,2020-06-02,75,126.36
Los Angeles - Westwood,71,131.22,2020-06-02,5,9.24
Los Angeles - Wholesale District*,715,1979.02,2020-06-02,9,24.91
Los Angeles - Wilmington,296,524.01,2020-06-02,3,5.31
Los Angeles - Wilshire Center,263,524.22,2020-06-02,18,35.88
Los Angeles - Winnetka,318,614.07,2020-06-02,4,7.72
Los Angeles - Woodland Hills,171,251.27,2020-06-02,12,17.63
Unincorporated - Acton,11,138,2020-06-02,1,12.55
Unincorporated - Agua Dulce,9,216.45,2020-06-02,0,0
Unincorporated - Altadena,157,359.93,2020-06-02,5,11.46
Unincorporated - Anaverde,1,66.31,2020-06-02,0,0
Unincorporated - Angeles National Forest,1,80.32,2020-06-02,0,0
Unincorporated - Arcadia,10,125.3,2020-06-02,1,12.53
Unincorporated - Athens-Westmont,239,563.12,2020-06-02,8,18.85
Unincorporated - Athens Village,32,653.46,2020-06-02,2,40.84
Unincorporated - Avocado Heights,32,472.32,2020-06-02,1,14.76
Unincorporated - Azusa,69,433.34,2020-06-02,1,6.28
Unincorporated - Bassett,96,647.9,2020-06-02,3,20.25
Unincorporated - Bouquet Canyon,1,93.2,2020-06-02,1,93.2
Unincorporated - Bradbury,0,0,2020-06-02,0,0
Unincorporated - Canyon Country,40,517.6,2020-06-02,0,0
Unincorporated - Castaic*,755,2776.65,2020-06-02,1,3.68
Unincorporated - Cerritos,0,0,2020-06-02,0,0
Unincorporated - Charter Oak,0,0,2020-06-02,0,0
Unincorporated - Claremont,0,0,2020-06-02,0,0
Unincorporated - Covina,60,356.74,2020-06-02,0,0
Unincorporated - Covina (Charter Oak),46,349.97,2020-06-02,0,0
Unincorporated - Del Aire,16,364.22,2020-06-02,1,22.76
Unincorporated - Del Rey,1,314.47,2020-06-02,0,0
Unincorporated - Del Sur,2,82.82,2020-06-02,1,41.41
Unincorporated - Desert View Highlands,6,240.67,2020-06-02,1,40.11
Unincorporated - Duarte,16,361.34,2020-06-02,1,22.58
Unincorporated - East Covina,0,0,2020-06-02,0,0
Unincorporated - East La Mirada,16,302.34,2020-06-02,0,0
Unincorporated - East Lancaster,0,0,2020-06-02,0,0
Unincorporated - East Los Angeles,1117,891.68,2020-06-02,40,31.93
Unincorporated - East Pasadena,4,62.47,2020-06-02,0,0
Unincorporated - East Rancho Dominguez,63,411.55,2020-06-02,1,6.53
Unincorporated - East Whittier,10,188.47,2020-06-02,0,0
Unincorporated - El Camino Village,41,466.39,2020-06-02,2,22.75
Unincorporated - El Monte,0,0,2020-06-02,0,0
Unincorporated - Elizabeth Lake,3,180.61,2020-06-02,0,0
Unincorporated - Florence-Firestone,644,995.29,2020-06-02,16,24.73
Unincorporated - Franklin Canyon,0,0,2020-06-02,0,0
Unincorporated - Glendora,3,454.55,2020-06-02,0,0
Unincorporated - Hacienda Heights,157,280.73,2020-06-02,2,3.58
Unincorporated - Harbor Gateway,0,0,2020-06-02,0,0
Unincorporated - Hawthorne,7,278.44,2020-06-02,0,0
Unincorporated - Hi Vista,1,91.07,2020-06-02,0,0
Unincorporated - Kagel/Lopez Canyons,8,566.57,2020-06-02,1,70.82
Unincorporated - La Crescenta-Montrose,32,161.61,2020-06-02,1,5.05
Unincorporated - La Habra Heights,0,0,2020-06-02,0,0
Unincorporated - La Rambla,11,530.12,2020-06-02,0,0
Unincorporated - La Verne,5,245.1,2020-06-02,0,0
Unincorporated - Ladera Heights,20,282.85,2020-06-02,1,14.14
Unincorporated - Lake Hughes,1,149.7,2020-06-02,0,0
Unincorporated - Lake Los Angeles,32,246.27,2020-06-02,2,15.39
Unincorporated - Lake Manor,4,243.46,2020-06-02,0,0
Unincorporated - Lakewood,0,0,2020-06-02,0,0
Unincorporated - Lennox,103,456.92,2020-06-02,0,0
Unincorporated - Leona Valley,3,171.33,2020-06-02,0,0
Unincorporated - Littlerock,14,348.17,2020-06-02,0,0
Unincorporated - Littlerock/Juniper Hills,2,154.2,2020-06-02,0,0
Unincorporated - Littlerock/Pearblossom,20,560.38,2020-06-02,0,0
Unincorporated - Llano,1,114.03,2020-06-02,0,0
Unincorporated - Marina del Rey,15,159.39,2020-06-02,1,10.63
Unincorporated - Miracle Mile,0,0,2020-06-02,0,0
Unincorporated - Monrovia,21,541.1,2020-06-02,0,0
Unincorporated - Newhall,1,454.55,2020-06-02,0,0
Unincorporated - North Lancaster,6,500.83,2020-06-02,0,0
Unincorporated - North Whittier,12,143.54,2020-06-02,1,11.96
Unincorporated - Northeast San Gabriel,60,249.63,2020-06-02,3,12.48
Unincorporated - Palmdale,4,475.06,2020-06-02,0,0
Unincorporated - Palos Verdes Peninsula,0,0,2020-06-02,0,0
Unincorporated - Pearblossom/Llano,3,153.37,2020-06-02,0,0
Unincorporated - Pellissier Village,1,161.55,2020-06-02,0,0
Unincorporated - Placerita Canyon,0,0,2020-06-02,0,0
Unincorporated - Pomona,3,154.8,2020-06-02,0,0
Unincorporated - Quartz Hill,46,356.42,2020-06-02,9,69.74
Unincorporated - Rancho Dominguez,18,676.44,2020-06-02,1,37.58
Unincorporated - Roosevelt,0,0,2020-06-02,0,0
Unincorporated - Rosewood,7,544.32,2020-06-02,0,0
Unincorporated - Rosewood/East Gardena,0,0,2020-06-02,0,0
Unincorporated - Rosewood/West Rancho Dominguez,28,833.09,2020-06-02,0,0
Unincorporated - Rowland Heights,144,282.23,2020-06-02,5,9.8
Unincorporated - San Clemente Island,0,0,2020-06-02,0,0
Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0,2020-06-02,0,0
Unincorporated - San Jose Hills,71,351.12,2020-06-02,2,9.89
Unincorporated - San Pasqual,1,49.14,2020-06-02,0,0
Unincorporated - Sand Canyon,0,0,2020-06-02,0,0
Unincorporated - Santa Catalina Island,2,749.06,2020-06-02,0,0
Unincorporated - Santa Monica Mountains,25,134.26,2020-06-02,1,5.37
Unincorporated - Saugus,4,2580.65,2020-06-02,0,0
Unincorporated - Saugus/Canyon Country,0,0,2020-06-02,0,0
Unincorporated - South Antelope Valley,1,219.78,2020-06-02,0,0
Unincorporated - South El Monte,8,445.68,2020-06-02,0,0
Unincorporated - South San Gabriel,40,452.08,2020-06-02,4,45.21
Unincorporated - South Whittier,174,293.81,2020-06-02,8,13.51
Unincorporated - Southeast Antelope Valley,0,0,2020-06-02,0,0
Unincorporated - Stevenson Ranch,35,166.94,2020-06-02,0,0
Unincorporated - Sun Village,20,331.35,2020-06-02,0,0
Unincorporated - Sunrise Village,5,385.8,2020-06-02,0,0
Unincorporated - Twin Lakes/Oat Mountain,4,241.25,2020-06-02,1,60.31
Unincorporated - Val Verde,27,815.96,2020-06-02,0,0
Unincorporated - Valencia,9,292.97,2020-06-02,1,32.55
Unincorporated - Valinda,96,410.77,2020-06-02,1,4.28
Unincorporated - View Park/Windsor Hills,38,326.6,2020-06-02,2,17.19
Unincorporated - Walnut Park,139,861.05,2020-06-02,3,18.58
Unincorporated - West Antelope Valley,2,132.36,2020-06-02,0,0
Unincorporated - West Carson,105,475.41,2020-06-02,10,45.28
Unincorporated - West Chatsworth,0,0,2020-06-02,0,0
Unincorporated - West LA,24,2521.01,2020-06-02,2,210.08
Unincorporated - West Puente Valley,45,457.55,2020-06-02,0,0
Unincorporated - West Rancho Dominguez,8,588.67,2020-06-02,1,73.58
Unincorporated - West Whittier/Los Nietos,173,642.53,2020-06-02,4,14.86
Unincorporated - Westfield/Academy Hills,0,0,2020-06-02,0,0
Unincorporated - Westhills,0,0,2020-06-02,0,0
Unincorporated - White Fence Farms,6,162.91,2020-06-02,0,0
Unincorporated - Whittier,15,396.41,2020-06-02,0,0
Unincorporated - Whittier Narrows,0,0,2020-06-02,0,0
Unincorporated - Willowbrook,252,721.79,2020-06-02,6,17.19
Unincorporated - Wiseburn,18,298.66,2020-06-02,0,0
-  Under Investigation,2038,,2020-06-02,14,
City of Agoura Hills,35,167.6,2020-06-03,1,4.79
City of Alhambra,226,260.6,2020-06-03,8,9.22
City of Arcadia,94,162.76,2020-06-03,6,10.39
City of Artesia,42,250.07,2020-06-03,0,0
City of Avalon,0,0,2020-06-03,0,0
City of Azusa,198,395.68,2020-06-03,5,9.99
City of Baldwin Park,376,489.78,2020-06-03,6,7.82
City of Bell,359,988.11,2020-06-03,23,63.31
City of Bell Gardens,339,787.07,2020-06-03,10,23.22
City of Bellflower,435,559.59,2020-06-03,20,25.73
City of Beverly Hills,140,405.56,2020-06-03,5,14.48
City of Bradbury,4,374.18,2020-06-03,0,0
City of Burbank,405,377.87,2020-06-03,39,36.39
City of Calabasas,85,349.46,2020-06-03,10,41.11
City of Carson,443,472.05,2020-06-03,25,26.64
City of Cerritos,130,259.65,2020-06-03,1,2
City of Claremont,54,148.01,2020-06-03,0,0
City of Commerce*,81,619.79,2020-06-03,0,0
City of Compton,676,676.65,2020-06-03,15,15.01
City of Covina,189,385.46,2020-06-03,6,12.24
City of Cudahy,267,1096.64,2020-06-03,5,20.54
City of Culver City,161,403.86,2020-06-03,20,50.17
City of Diamond Bar,72,125.18,2020-06-03,1,1.74
City of Downey,788,689.64,2020-06-03,25,21.88
City of Duarte,130,590.48,2020-06-03,15,68.13
City of El Monte,599,510.79,2020-06-03,24,20.47
City of El Segundo,36,214.46,2020-06-03,0,0
City of Gardena,291,474.64,2020-06-03,25,40.78
City of Glendale,995,481.86,2020-06-03,87,42.13
City of Glendora,158,299.45,2020-06-03,7,13.27
City of Hawaiian Gardens,78,531.48,2020-06-03,1,6.81
City of Hawthorne,424,477.55,2020-06-03,16,18.02
City of Hermosa Beach,32,162.68,2020-06-03,2,10.17
City of Hidden Hills,3,158.73,2020-06-03,0,0
City of Huntington Park,555,933.02,2020-06-03,11,18.49
City of Industry,11,2517.16,2020-06-03,2,457.67
City of Inglewood,652,574.03,2020-06-03,55,48.42
City of Irwindale,4,274.16,2020-06-03,0,0
City of La Canada Flintridge,51,246.46,2020-06-03,5,24.16
City of La Habra Heights,9,164.99,2020-06-03,0,0
City of La Mirada,198,399.2,2020-06-03,15,30.24
City of La Puente,145,356.29,2020-06-03,1,2.46
City of La Verne,34,102.16,2020-06-03,1,3
City of Lakewood,208,258.83,2020-06-03,6,7.47
City of Lancaster*,641,396.73,2020-06-03,12,7.43
City of Lawndale,133,395.67,2020-06-03,5,14.87
City of Lomita,52,250.86,2020-06-03,6,28.94
City of Lynwood*,672,932.72,2020-06-03,38,52.74
City of Malibu,38,293.19,2020-06-03,1,7.72
City of Manhattan Beach,80,222.23,2020-06-03,3,8.33
City of Maywood,317,1130.17,2020-06-03,11,39.22
City of Monrovia,166,427.84,2020-06-03,20,51.55
City of Montebello,428,664.85,2020-06-03,16,24.85
City of Monterey Park,173,277.86,2020-06-03,7,11.24
City of Norwalk,516,479.46,2020-06-03,22,20.44
City of Palmdale,783,492.55,2020-06-03,17,10.69
City of Palos Verdes Estates,42,310.6,2020-06-03,1,7.4
City of Paramount,380,678.29,2020-06-03,9,16.06
City of Pico Rivera,556,864.91,2020-06-03,28,43.56
City of Pomona,567,363.62,2020-06-03,13,8.34
City of Rancho Palos Verdes,96,224.58,2020-06-03,11,25.73
City of Redondo Beach,145,211.07,2020-06-03,7,10.19
City of Rolling Hills,2,103.09,2020-06-03,0,0
City of Rolling Hills Estates,14,172.56,2020-06-03,0,0
City of Rosemead,129,233.06,2020-06-03,5,9.03
City of San Dimas,69,199.91,2020-06-03,1,2.9
City of San Fernando,201,816.67,2020-06-03,8,32.5
City of San Gabriel,145,354.06,2020-06-03,15,36.63
City of San Marino,23,173.23,2020-06-03,1,7.53
City of Santa Clarita,801,363.39,2020-06-03,16,7.26
City of Santa Fe Springs,74,402.96,2020-06-03,0,0
City of Santa Monica,288,311.53,2020-06-03,19,20.55
City of Sierra Madre,12,109.2,2020-06-03,0,0
City of Signal Hill,38,322.12,2020-06-03,0,0
City of South El Monte,95,454.87,2020-06-03,2,9.58
City of South Gate,709,722.33,2020-06-03,17,17.32
City of South Pasadena,130,498.98,2020-06-03,20,76.77
City of Temple City,167,458.1,2020-06-03,23,63.09
City of Torrance,405,271.32,2020-06-03,46,30.82
City of Vernon,4,1913.88,2020-06-03,0,0
City of Walnut,51,167.04,2020-06-03,1,3.28
City of West Covina,393,363.1,2020-06-03,8,7.39
City of West Hollywood,188,508.78,2020-06-03,4,10.83
City of Westlake Village,6,71.77,2020-06-03,0,0
City of Whittier,340,388.87,2020-06-03,10,11.44
Los Angeles,27166,671.66,2020-06-03,1212,29.97
Los Angeles - Adams-Normandie,56,682.76,2020-06-03,3,36.58
Los Angeles - Alsace,58,466.05,2020-06-03,0,0
Los Angeles - Angeles National Forest,0,0,2020-06-03,0,0
Los Angeles - Angelino Heights,18,719.42,2020-06-03,0,0
Los Angeles - Arleta,296,861.22,2020-06-03,5,14.55
Los Angeles - Atwater Village,52,354.56,2020-06-03,2,13.64
Los Angeles - Baldwin Hills,176,565.46,2020-06-03,14,44.98
Los Angeles - Bel Air,38,450.82,2020-06-03,0,0
Los Angeles - Beverly Crest,37,295.41,2020-06-03,2,15.97
Los Angeles - Beverlywood,37,280.88,2020-06-03,0,0
Los Angeles - Boyle Heights*,838,964.5,2020-06-03,15,17.26
Los Angeles - Brentwood,82,264.9,2020-06-03,2,6.46
Los Angeles - Brookside,0,0,2020-06-03,0,0
Los Angeles - Cadillac-Corning,31,435.33,2020-06-03,1,14.04
Los Angeles - Canoga Park,537,822.5,2020-06-03,27,41.35
Los Angeles - Carthay,83,577.87,2020-06-03,8,55.7
Los Angeles - Central,478,1225.89,2020-06-03,16,41.03
Los Angeles - Century City,35,273.61,2020-06-03,0,0
Los Angeles - Century Palms/Cove,332,983.24,2020-06-03,2,5.92
Los Angeles - Chatsworth,205,553.14,2020-06-03,25,67.46
Los Angeles - Cheviot Hills,22,239.89,2020-06-03,1,10.9
Los Angeles - Chinatown,26,324.15,2020-06-03,1,12.47
Los Angeles - Cloverdale/Cochran,78,535.97,2020-06-03,4,27.49
Los Angeles - Country Club Park,103,679.73,2020-06-03,19,125.39
Los Angeles - Crenshaw District,81,585.73,2020-06-03,3,21.69
Los Angeles - Crestview,92,809.29,2020-06-03,14,123.15
Los Angeles - Del Rey,84,280.6,2020-06-03,3,10.02
Los Angeles - Downtown*,158,574.4,2020-06-03,3,10.91
Los Angeles - Eagle Rock,185,467.3,2020-06-03,15,37.89
Los Angeles - East Hollywood,233,795.57,2020-06-03,37,126.34
Los Angeles - Echo Park,50,350.73,2020-06-03,1,7.01
Los Angeles - El Sereno,188,449.67,2020-06-03,15,35.88
Los Angeles - Elysian Park,16,280.11,2020-06-03,0,0
Los Angeles - Elysian Valley,63,619.41,2020-06-03,0,0
Los Angeles - Encino,136,301.07,2020-06-03,12,26.57
Los Angeles - Exposition,12,360.79,2020-06-03,0,0
Los Angeles - Exposition Park,283,630.05,2020-06-03,11,24.49
Los Angeles - Faircrest Heights,4,111.11,2020-06-03,1,27.78
Los Angeles - Figueroa Park Square,41,470.13,2020-06-03,0,0
Los Angeles - Florence-Firestone,460,969.54,2020-06-03,10,21.08
Los Angeles - Glassell Park,191,604.35,2020-06-03,5,15.82
Los Angeles - Gramercy Place,74,687.48,2020-06-03,2,18.58
Los Angeles - Granada Hills,353,606.62,2020-06-03,34,58.43
Los Angeles - Green Meadows,198,920.72,2020-06-03,4,18.6
Los Angeles - Hancock Park,82,481.25,2020-06-03,2,11.74
Los Angeles - Harbor City,112,385.28,2020-06-03,5,17.2
Los Angeles - Harbor Gateway,159,364.68,2020-06-03,5,11.47
Los Angeles - Harbor Pines,9,373.6,2020-06-03,0,0
Los Angeles - Harvard Heights,143,792.9,2020-06-03,13,72.08
Los Angeles - Harvard Park,350,922.63,2020-06-03,4,10.54
Los Angeles - Highland Park,216,446.36,2020-06-03,1,2.07
Los Angeles - Historic Filipinotown,145,1045.42,2020-06-03,6,43.26
Los Angeles - Hollywood,287,420.49,2020-06-03,6,8.79
Los Angeles - Hollywood Hills,86,292.18,2020-06-03,5,16.99
Los Angeles - Hyde Park,168,588.63,2020-06-03,4,14.01
Los Angeles - Jefferson Park,42,520.25,2020-06-03,1,12.39
Los Angeles - Koreatown,305,590.02,2020-06-03,16,30.95
Los Angeles - Lafayette Square,21,460.63,2020-06-03,0,0
Los Angeles - Lake Balboa,220,521.25,2020-06-03,6,14.22
Los Angeles - Lakeview Terrace,119,906.11,2020-06-03,3,22.84
Los Angeles - Leimert Park,61,400.39,2020-06-03,2,13.13
Los Angeles - Lincoln Heights,298,914.19,2020-06-03,20,61.36
Los Angeles - Little Armenia,208,2591.9,2020-06-03,33,411.21
